#line	motif	seq	start	end	strand	seqLen	querybp	mRatio	m	mm	i	d
8473	telomere	ff1ac818-0987-4e49-896f-8bc9c3a4095f	0	772	-	19699	773	97.2%	760	3	9	10
8477	telomere	f024b1e3-a5a2-4f99-afea-d3cc4f0826ad	10	952	-	11646	985	92.8%	922	12	8	51
8481	telomere	4aa8c9fa-fcec-413a-8ab6-40f3f1208391	0	51	-	19635	53	96.2%	51	0	0	2
8485	telomere	4aa8c9fa-fcec-413a-8ab6-40f3f1208391	64	1057	-	19635	1001	97.0%	981	2	10	18
8489	telomere	53d5acf0-cb45-4635-80b1-2187e24f6214	19213	19672	+	19672	446	96.1%	443	1	15	2
8493	telomere	4e47f08e-2a0b-42fb-9efd-1897169dfba2	0	482	-	29144	476	98.8%	476	0	6	0
8497	telomere	4ac35186-1e8c-413a-8e0e-3001e4cddde2	0	376	-	28013	372	98.9%	372	0	4	0
8501	telomere	12f3a0e3-8199-483b-9d3e-e6df89982113	35353	35506	+	35506	160	91.9%	147	6	0	7
8505	telomere	2c27fd33-2cb5-450f-84a3-9a8590e3e308	26086	26140	+	26143	54	96.4%	53	0	1	1
8509	telomere	bc061721-ea50-42a1-b0c4-8233310ab3a5	9314	10388	+	10388	1118	93.9%	1053	18	3	47
8513	telomere	b93147e1-3371-4a55-989b-d845c526c08e	22177	22634	+	22634	491	89.8%	442	14	1	35
8517	telomere	c591c45f-a115-446a-833b-6b4949e6884e	7926	7981	+	7981	55	98.2%	54	1	0	0
8521	telomere	c788ec98-360f-4b2f-9f76-cb628915a7bc	21888	21936	+	21942	47	97.9%	47	0	1	0
8525	telomere	7fd17326-47b5-4101-86f5-b1671af34638	0	822	-	21454	815	98.5%	812	1	9	2
8529	telomere	e065d7fb-d5a0-4b3f-b1df-f5a668ca4c86	0	1329	-	16233	1338	98.8%	1325	1	3	12
8533	telomere	ad2d55b2-4434-407f-a1ea-e9d4996401f0	0	13853	-	29900	13902	98.9%	13796	6	51	100
8537	telomere	4d93f0dc-e343-4bc5-b60d-cb5c7101c78a	5838	6626	+	6626	829	91.5%	761	24	3	44
8541	telomere	ed0d3de4-7364-451a-a0da-744393db2160	7794	8927	+	8928	1204	92.1%	1113	16	4	75
8545	telomere	ed784cba-d58b-4703-98c9-fefa40a5b5ad	0	915	-	21400	914	97.5%	902	2	11	10
8549	telomere	d6aecfd3-d96b-4815-b7f2-db4795baa067	26	784	-	13716	757	97.9%	748	3	7	6
8553	telomere	c9328aaf-5b30-4356-a56f-8af74f6d56ce	11	23660	-	23660	23923	98.2%	23555	37	57	331
8557	telomere	3ac21101-4b97-4637-a015-96f885ca2a6d	17441	17540	+	17552	101	95.0%	96	3	0	2
8561	telomere	99056e50-b04a-4644-bd13-48daf666c49a	27516	27556	+	27557	42	95.2%	40	0	0	2
8565	telomere	6246a8b6-e375-4641-a641-03da829edcd8	0	867	-	6922	858	98.3%	855	0	12	3
8569	telomere	ee59ea3f-dfb9-4e3b-a626-f335b40b2c42	197	748	-	10734	552	97.7%	545	0	6	7
8573	telomere	382135ae-109c-44e6-9bc1-47493afccd1e	2	1447	-	6650	1452	98.8%	1439	1	5	12
8577	telomere	1a98029e-cd99-4698-a427-2fc92869f754	16041	16183	+	16183	149	95.3%	142	0	0	7
8581	telomere	67024694-319f-431f-8c06-efdefd15860b	17550	18518	-	34952	1030	93.5%	964	3	1	63
8585	telomere	67024694-319f-431f-8c06-efdefd15860b	16353	17469	+	34952	1206	87.9%	1065	46	5	95
8589	telomere	12625867-a310-442e-a965-19e3a871db15	0	1257	-	27616	1265	98.6%	1252	0	5	13
8593	telomere	5c0680b5-a7bc-4844-a679-0ff129c5f8cd	46621	46662	+	46662	41	100.0%	41	0	0	0
8597	telomere	29a2d0a1-a4fb-4583-8cb0-e192c7cf2ae7	0	8660	-	20201	8697	97.4%	8556	13	91	128
8601	telomere	f450002c-7af4-439b-af78-54cebe82869e	7046	8961	+	15354	2068	89.8%	1864	43	8	161
8605	telomere	f450002c-7af4-439b-af78-54cebe82869e	9091	9996	+	15354	978	88.9%	876	22	7	80
8609	telomere	f450002c-7af4-439b-af78-54cebe82869e	10085	10351	+	15354	280	93.9%	263	3	0	14
8613	telomere	f450002c-7af4-439b-af78-54cebe82869e	10453	10865	+	15354	442	89.7%	400	8	4	34
8617	telomere	f450002c-7af4-439b-af78-54cebe82869e	11007	15352	+	15354	4694	89.7%	4227	97	21	370
8621	telomere	2995b1a4-6a08-488b-aaa9-a9103055a134	14453	14570	+	14570	119	91.7%	110	6	1	3
8625	telomere	c50a72e9-c0ac-4c35-a284-a19edbab967b	16	1399	-	10524	1409	97.4%	1376	3	4	30
8629	telomere	ae09ef05-1e75-442c-936a-5580747bd2eb	0	1308	-	20068	1322	98.6%	1306	0	2	16
8633	telomere	77497b79-2004-4af5-824a-e4ffde9bb3fb	0	1019	-	9594	1020	99.3%	1016	0	3	4
8637	telomere	a7381140-396f-470e-be0a-e383f9c73f80	0	596	-	5577	594	97.2%	585	3	8	6
8641	telomere	c71ada3e-7215-4694-9a27-3d3ef9b9b2bc	19357	19466	+	19466	113	92.9%	105	4	0	4
8645	telomere	3f4063a6-6ab9-48c0-9fb4-b6a325860531	13514	14035	+	14035	551	89.9%	499	18	4	34
8649	telomere	81123769-92ee-4b3a-b8a7-78d521f07f36	1	908	-	23481	919	97.9%	903	1	3	15
8653	telomere	d32bd2f8-3861-48f3-9d70-8fadf4c25468	38688	38832	+	38832	148	95.3%	141	3	0	4
8657	telomere	9705ee3e-9daa-4e63-8d69-c3ba9fdc61f5	12541	12964	-	24776	444	92.2%	415	2	6	27
8661	telomere	9705ee3e-9daa-4e63-8d69-c3ba9fdc61f5	11962	12079	+	24776	121	93.4%	113	4	0	4
8665	telomere	9705ee3e-9daa-4e63-8d69-c3ba9fdc61f5	12291	12408	+	24776	120	90.1%	109	7	1	4
8669	telomere	9705ee3e-9daa-4e63-8d69-c3ba9fdc61f5	12424	12484	+	24776	60	98.3%	59	1	0	0
8673	telomere	fa8db9e4-4285-4864-ac56-f0b356a049e1	15330	15812	+	15812	492	92.0%	460	14	8	18
8677	telomere	6326de3d-37c4-4928-a511-95de3a4f689f	0	5842	-	11279	6008	94.1%	5711	69	62	228
8681	telomere	e623c26e-667b-4cae-969e-c7e188d9f85e	6322	7481	+	7482	1227	92.8%	1142	14	3	71
8685	telomere	070b3a43-781d-4381-b3e2-a75bdfede7f2	0	1756	-	6818	1783	97.0%	1738	9	9	36
8689	telomere	dcc8723f-ea33-4ecb-96f5-8a089e83fab3	0	275	-	17442	273	93.3%	264	1	10	8
8693	telomere	b124c6bd-9c02-4346-aead-58dceaa7511d	0	826	-	28256	824	99.3%	822	0	4	2
8697	telomere	82eeb274-4256-455c-92ec-824f72dc121e	12859	12941	+	12944	82	98.8%	81	1	0	0
8701	telomere	85fe99d5-6f31-404c-acf1-03e5110e3525	28620	28770	+	28770	157	93.6%	147	3	0	7
8705	telomere	34c014ee-18b0-47de-9dc3-5eb2dd217e44	0	1078	-	10952	1082	99.4%	1077	0	1	5
8709	telomere	6fbeec5f-877d-4fb9-bc96-12fbc40a0943	37	935	-	15489	896	97.2%	884	1	13	11
8713	telomere	a7b49674-3a8b-4c3f-a343-1aae4b4de67d	0	1238	-	14811	1242	98.8%	1232	1	5	9
8717	telomere	db69af73-5b7a-440e-b8cc-5e99a47230b1	0	1058	-	5350	1061	99.4%	1056	1	1	4
8721	telomere	da9164b6-d806-4bcc-9f90-575a6333866d	0	12739	-	13205	12792	99.0%	12701	5	33	86
8725	telomere	274b8f85-bf21-402a-b831-c5352550d851	0	8998	-	13072	9020	99.3%	8976	2	20	42
8729	telomere	ab7ea2d2-f32b-4882-b757-0a86361b31ea	1	632	-	24542	625	97.8%	621	0	10	4
8733	telomere	117e169c-188a-478f-8315-5e0774bd7df2	3	1105	-	6098	1111	94.2%	1064	19	19	28
8737	telomere	cb2aec5b-62c4-4b3e-a363-014a0d8934c0	4	1530	-	17766	1557	97.5%	1521	2	3	34
8741	telomere	705d02f9-5fbd-4c3e-9032-8aab2584703b	0	683	-	10252	706	94.5%	672	6	5	28
8745	telomere	fd32e6d4-8461-4e77-82fa-5638dff8e582	0	572	-	13592	567	99.1%	567	0	5	0
8749	telomere	1d7bd291-73d6-49f7-ac95-ce3788aaaa11	8956	10464	+	10614	1613	91.0%	1469	37	2	107
8753	telomere	1d7bd291-73d6-49f7-ac95-ce3788aaaa11	10572	10614	+	10614	43	95.3%	41	1	0	1
8757	telomere	d3fc308d-692f-4d01-ad30-639b742c0f87	1	1157	-	30514	1159	98.5%	1149	0	7	10
8761	telomere	cf119156-bbcd-495f-b83b-1ef254a7d27f	30	1378	-	19408	1381	97.3%	1345	2	1	34
8765	telomere	9f42a4de-0a67-4887-a319-ee4b59dc3a40	20797	20917	+	20917	124	94.4%	117	3	0	4
8769	telomere	f6fc43df-1b29-4038-8b95-7dc149b622d3	23	14814	-	14814	15028	97.7%	14729	9	53	290
8773	telomere	42bab091-e568-4c81-8904-6aeec057068b	29796	29954	+	29954	159	98.1%	156	2	0	1
8777	telomere	ba4600f3-72c7-4abe-93d5-ceb35640d73b	2	754	-	6047	758	90.5%	708	20	24	30
8781	telomere	e901c031-da51-4c27-9fee-7b62116447fa	0	507	-	9232	500	96.9%	494	3	10	3
8785	telomere	7a080785-0676-4415-8c8e-c65759a8c7c3	3	773	-	8576	770	98.2%	763	0	7	7
8789	telomere	5df89388-cd41-424e-b1ea-1075293d1e09	6	1229	-	12246	1232	98.3%	1216	2	5	14
8793	telomere	3e68ba56-de58-4e1e-94e3-8437d1fa2854	0	1147	-	21662	1181	95.9%	1138	3	6	40
8797	telomere	bb9d860a-f541-4662-86b4-e912cfe6b393	11457	12162	+	12210	740	90.8%	675	27	3	38
8801	telomere	40492a26-b4a4-447a-9c63-010c7d744002	3267	4898	+	4908	1721	93.3%	1610	17	4	94
8805	telomere	39b5dbab-2141-4046-84b0-79f1a29431bf	5	879	-	6341	895	96.1%	864	6	4	25
8809	telomere	a7f98d51-7440-40b5-bbf7-296365819752	12	1381	-	11436	1376	97.8%	1356	3	10	17
8813	telomere	2b4e6582-0b9b-4125-8caf-a2d66f94db12	164	1183	-	21193	1025	99.2%	1018	0	1	7
8817	telomere	84eba524-9d25-4d61-9d21-76d46305bf74	1	882	-	12790	913	90.4%	845	14	22	54
8821	telomere	70c975e8-14cd-41a6-9377-53d86bd69b6d	14632	14892	+	14893	269	93.7%	254	4	2	11
8825	telomere	445dbdbf-ac85-4f8f-97cf-2308a11dd1b2	2	17883	-	17883	18005	98.7%	17818	7	56	180
8829	telomere	2d1fee3a-8044-4600-ac06-a358630ae54c	15670	15720	+	15720	50	100.0%	50	0	0	0
8833	telomere	51f2de66-3aa7-4ef0-980c-39b1e283442c	4	739	-	11078	739	94.8%	714	7	14	18
8837	telomere	347c6e05-fc60-4248-8461-b2b832343d34	8660	8728	+	16234	67	98.5%	67	0	1	0
8841	telomere	347c6e05-fc60-4248-8461-b2b832343d34	8823	9940	+	16234	1194	91.6%	1096	18	3	80
8845	telomere	347c6e05-fc60-4248-8461-b2b832343d34	10131	10631	+	16234	534	92.1%	493	6	1	35
8849	telomere	347c6e05-fc60-4248-8461-b2b832343d34	10704	11911	+	16234	1296	91.0%	1183	20	4	93
8853	telomere	347c6e05-fc60-4248-8461-b2b832343d34	12030	12186	+	16234	162	92.7%	152	2	2	8
8857	telomere	347c6e05-fc60-4248-8461-b2b832343d34	12292	12418	+	16234	130	96.9%	126	0	0	4
8861	telomere	347c6e05-fc60-4248-8461-b2b832343d34	12514	13436	+	16234	1020	87.1%	894	22	6	104
8865	telomere	347c6e05-fc60-4248-8461-b2b832343d34	13541	14703	+	16234	1248	90.0%	1126	33	3	89
8869	telomere	347c6e05-fc60-4248-8461-b2b832343d34	14832	16234	+	16234	1492	91.0%	1368	22	12	102
8873	telomere	7b9275e9-c1b8-4d27-8931-697b724e9dbc	4787	5204	+	5204	443	91.0%	404	12	1	27
8877	telomere	d9d0dd0b-17a4-4ac7-8b25-401984ba0f50	0	783	-	14462	783	96.5%	768	2	13	13
8881	telomere	3d8a878b-71b9-444a-b0cf-54f63d39be10	10657	11103	+	11750	460	94.2%	436	7	3	17
8885	telomere	3d8a878b-71b9-444a-b0cf-54f63d39be10	11190	11537	+	11750	354	95.3%	341	2	4	11
8889	telomere	65812a19-9ab2-4bea-ab7c-0c9c07d5bd7d	13875	13954	+	13954	81	93.9%	77	1	1	3
8893	telomere	6e2b21e3-a3c0-462a-8895-8f06d174fe0f	3	729	-	24692	727	97.0%	715	1	10	11
8897	telomere	bb290b47-7bc7-4220-8669-2c2680d72ee4	0	556	-	29821	555	97.9%	549	1	6	5
8901	telomere	7a1911b5-a6aa-4e3b-8e2d-2e6f503a6217	13093	13580	+	13580	518	90.8%	472	13	2	33
8905	telomere	0ab32e1d-92f3-4c63-b628-5a48962b7ecd	5828	6667	+	6667	873	92.7%	816	16	7	41
8909	telomere	d53de098-11fd-4631-9095-4599373c66cd	0	449	-	16151	450	99.8%	449	0	0	1
8913	telomere	4a01bc3f-a328-413a-a0d9-f979fa245dcc	60	1037	-	16587	982	98.4%	971	1	5	10
8917	telomere	aff6211b-4cd0-49a1-a428-e072e0d1f1cf	0	1688	+	7812	1827	89.1%	1637	40	11	150
8921	telomere	aff6211b-4cd0-49a1-a428-e072e0d1f1cf	1770	1887	+	7812	132	87.1%	115	2	0	15
8925	telomere	aff6211b-4cd0-49a1-a428-e072e0d1f1cf	2001	6989	+	7812	5310	92.3%	4910	66	12	334
8929	telomere	aff6211b-4cd0-49a1-a428-e072e0d1f1cf	7076	7114	+	7812	40	95.0%	38	0	0	2
8933	telomere	aff6211b-4cd0-49a1-a428-e072e0d1f1cf	7120	7240	+	7812	126	91.3%	116	3	1	7
8937	telomere	aff6211b-4cd0-49a1-a428-e072e0d1f1cf	7361	7413	+	7812	54	96.3%	52	0	0	2
8941	telomere	aff6211b-4cd0-49a1-a428-e072e0d1f1cf	7430	7607	+	7812	186	94.6%	176	1	0	9
8945	telomere	aff6211b-4cd0-49a1-a428-e072e0d1f1cf	7725	7792	+	7812	67	98.5%	66	1	0	0
8949	telomere	b449243d-2af0-4810-be7b-1e3ea50fc51b	10587	11244	+	11269	713	90.2%	644	12	1	57
8953	telomere	2b0ed6f6-855a-4c08-9064-475b7623652e	9428	9897	+	9899	498	91.4%	456	12	1	30
8957	telomere	5402027e-97d3-49dc-9805-75d8309abfed	1	9363	-	9363	9499	98.1%	9338	8	16	153
8961	telomere	9dabce26-ea10-43d4-8269-fb7d8cb3c9a8	0	426	-	10188	419	98.4%	419	0	7	0
8965	telomere	7e9b7a3a-1497-4b8e-97e8-232eb4cf8786	0	1064	-	7222	1094	96.7%	1061	0	3	33
8969	telomere	53e3a3cb-9e55-4b1e-8b2e-4e9c78d7feb9	0	1313	-	33584	1316	98.9%	1306	2	5	8
8973	telomere	99da5c21-3b85-4a38-b07b-21856610b08a	4378	5309	+	5410	1007	90.0%	910	17	4	80
8977	telomere	99da5c21-3b85-4a38-b07b-21856610b08a	5347	5410	+	5410	63	98.4%	62	1	0	0
8981	telomere	b1814a32-0863-4bcf-8dac-7b178513630a	0	775	-	7667	765	97.1%	758	1	16	6
8985	telomere	4a317bbc-20e3-484e-9754-d0f882025cf9	3	2307	-	10016	2353	97.1%	2291	7	6	55
8989	telomere	2f376cbf-b3f7-4c73-b7e9-f2acff4bb513	2	6620	-	6620	6640	99.2%	6601	2	15	37
8993	telomere	612b2d2e-0b80-4b4d-9b55-368cb532561d	13715	13778	+	13778	63	100.0%	63	0	0	0
8997	telomere	3a4a1870-c358-4513-9fa7-8f3dcb2e849a	0	1177	-	16864	1182	99.2%	1175	0	2	7
9001	telomere	3816353d-ad3e-4cf9-99ef-e6acd5fac8aa	0	18934	-	21392	19162	97.1%	18748	43	143	371
9005	telomere	bd1bcd2c-f39f-4e40-9ecc-6fe19fc35b7a	2	115	-	14822	113	91.5%	107	2	4	4
9009	telomere	bd1bcd2c-f39f-4e40-9ecc-6fe19fc35b7a	200	10171	-	14822	10338	94.2%	9810	88	73	440
9013	telomere	bd1bcd2c-f39f-4e40-9ecc-6fe19fc35b7a	10343	11271	-	14822	961	92.8%	905	9	14	47
9017	telomere	bd1bcd2c-f39f-4e40-9ecc-6fe19fc35b7a	11381	12370	-	14822	1043	90.6%	957	19	13	67
9021	telomere	bd1bcd2c-f39f-4e40-9ecc-6fe19fc35b7a	12438	14822	-	14822	2510	89.8%	2292	51	41	167
9025	telomere	9f935b37-eff0-49cf-883b-c410664c7440	12583	13517	+	13559	1005	89.3%	900	31	3	74
9029	telomere	972737c0-9887-4a22-b455-687000408207	46	143	+	7980	102	94.1%	96	1	0	5
9033	telomere	972737c0-9887-4a22-b455-687000408207	166	1070	+	7980	966	91.3%	883	20	1	63
9037	telomere	972737c0-9887-4a22-b455-687000408207	1140	1288	+	7980	150	98.0%	147	1	0	2
9041	telomere	972737c0-9887-4a22-b455-687000408207	1509	2170	+	7980	712	91.3%	651	9	1	52
9045	telomere	972737c0-9887-4a22-b455-687000408207	2283	4249	+	7980	2139	89.0%	1913	43	10	183
9049	telomere	972737c0-9887-4a22-b455-687000408207	4319	4698	+	7980	390	95.2%	373	4	2	13
9053	telomere	972737c0-9887-4a22-b455-687000408207	4809	6474	+	7980	1805	89.6%	1624	34	7	147
9057	telomere	972737c0-9887-4a22-b455-687000408207	6544	7980	+	7980	1560	89.5%	1403	26	7	131
9061	telomere	62647d2c-35f1-4547-8015-49c0318832e9	12858	14147	+	14148	1395	90.3%	1262	24	3	109
9065	telomere	aa8c71d4-897a-46e2-8252-c16dba3ebb36	6099	7020	+	7177	977	91.2%	896	20	5	61
9069	telomere	aa8c71d4-897a-46e2-8252-c16dba3ebb36	7059	7129	+	7177	69	97.1%	68	1	1	0
9073	telomere	aa8c71d4-897a-46e2-8252-c16dba3ebb36	7133	7177	+	7177	43	95.5%	42	1	1	0
9077	telomere	1ce9ca70-11d5-4d45-9941-5f459c3e7420	6613	6655	+	6667	42	100.0%	42	0	0	0
9081	telomere	eca232c6-9220-46d9-8a0a-6c2fe76ae6ec	8	602	-	28855	582	98.0%	582	0	12	0
9085	telomere	98b1b7ec-6958-4aec-a275-cadff28a973c	22936	23112	+	23112	179	96.1%	173	2	1	4
9089	telomere	c6e9b3d0-9c46-4127-8b58-271aed093dcd	19812	20432	+	20432	651	89.6%	589	25	6	37
9093	telomere	7b88519a-3095-4892-8c7e-7f8f49a45332	5	742	-	18122	746	98.0%	734	0	3	12
9097	telomere	dacc84d7-9c1f-4d84-9dc7-c3f6e86eeaf2	0	14597	-	14608	14674	99.2%	14573	1	23	100
9101	telomere	7aee2b9f-5c3f-4e18-b9e0-aef0fca673c6	63	107	-	5609	46	93.5%	43	1	0	2
9105	telomere	7aee2b9f-5c3f-4e18-b9e0-aef0fca673c6	125	193	-	5609	69	93.0%	66	0	2	3
9109	telomere	7aee2b9f-5c3f-4e18-b9e0-aef0fca673c6	278	5609	-	5609	5584	92.5%	5206	78	47	300
9113	telomere	43961298-0048-4b83-ae6f-3e438772e932	10842	11007	+	11013	173	95.4%	165	0	0	8
9117	telomere	b98ad2a3-8dfc-4867-b150-8faaedcb2ec2	11367	11874	+	12104	536	92.6%	497	9	1	30
9121	telomere	b98ad2a3-8dfc-4867-b150-8faaedcb2ec2	11891	11957	+	12104	66	97.0%	64	2	0	0
9125	telomere	b98ad2a3-8dfc-4867-b150-8faaedcb2ec2	12009	12083	+	12104	77	92.2%	71	3	0	3
9129	telomere	0ef7ac05-9534-4af6-9b98-f9f06d25e679	1	1128	-	6001	1145	97.2%	1120	0	7	25
9133	telomere	4651b322-a6f6-439d-8456-cccdd9e6069d	0	1160	-	19856	1166	98.6%	1155	0	5	11
9137	telomere	089d7f87-2f82-468a-ad4f-6148ae2b8590	0	1029	-	18786	1025	99.0%	1022	0	7	3
9141	telomere	6933cdf4-8437-4a4c-9d69-95b85c1f768a	0	764	-	42294	768	99.1%	761	3	0	4
9145	telomere	ad987507-1a1b-4718-b7fe-e83d40a77bf9	2	1072	-	15711	1085	97.5%	1062	4	4	19
9149	telomere	25fe939a-c166-4213-aed9-58f63cd79df7	0	808	-	35804	803	98.9%	801	0	7	2
9153	telomere	861cb75e-683e-4d07-86d4-2edb0578fb2e	1	1036	-	24005	1033	99.0%	1029	0	6	4
9157	telomere	6d04ba36-d4df-49c0-b0a1-6c4a5493b7be	13390	14295	-	26164	929	90.8%	862	23	20	44
9161	telomere	6d04ba36-d4df-49c0-b0a1-6c4a5493b7be	12974	13016	+	26164	42	100.0%	42	0	0	0
9165	telomere	6d04ba36-d4df-49c0-b0a1-6c4a5493b7be	13048	13269	+	26164	228	88.6%	203	17	1	8
9169	telomere	6d04ba36-d4df-49c0-b0a1-6c4a5493b7be	12351	12405	+	26164	57	93.0%	53	1	0	3
9173	telomere	c13dc0a6-563e-48d3-b636-efab4643bac3	18	1598	-	29595	1609	97.2%	1570	4	6	35
9177	telomere	cb0587de-466e-4179-a979-deb498d47246	7236	9062	+	9062	1975	89.9%	1779	43	4	153
9181	telomere	f1490779-e418-4c4d-9658-9010c3d4d8e8	7916	8020	+	8020	103	99.0%	103	0	1	0
9185	telomere	b9cb8f90-0188-4252-a28a-f6930a8ee997	0	807	-	17833	798	98.9%	798	0	9	0
9189	telomere	e48fa47c-81f9-4c31-89df-c712c5d32ce1	0	1233	-	25638	1243	98.6%	1229	0	4	14
9193	telomere	a0354859-b116-4705-8131-65c309727899	0	911	-	12307	924	97.4%	904	3	4	17
9197	telomere	3a8dbaa9-e704-4f00-9a5b-1d67b3d5ba9f	8974	9257	-	24743	293	89.4%	269	6	8	18
9201	telomere	3a8dbaa9-e704-4f00-9a5b-1d67b3d5ba9f	8683	8744	+	24743	63	95.2%	60	1	0	2
9205	telomere	607f2d8b-d476-4158-97d5-843a2da8e93c	0	535	-	19872	534	95.9%	521	5	9	8
9209	telomere	82ac4533-a993-4a8d-a04d-d462e5f1c7e2	0	644	-	26028	641	98.9%	639	0	5	2
9213	telomere	0580a039-31a8-4cec-8bc7-4170cb012b89	14224	14286	+	14286	62	100.0%	62	0	0	0
9217	telomere	b130d175-0929-407f-8ea0-fe911bc47fd7	26648	26689	+	26724	41	100.0%	41	0	0	0
9221	telomere	c14f7659-103c-4d64-b308-21ad8d417e94	21	690	-	14074	673	97.3%	660	4	5	9
9225	telomere	3aeae97c-c0b5-4d85-a0d5-9209817abf26	0	782	-	20639	776	99.0%	775	0	7	1
9229	telomere	05d713d0-22df-4553-b6e1-2a49b71743a6	23240	23325	+	23329	89	92.1%	82	3	0	4
9233	telomere	9cf0f4eb-fd08-47bd-aa2c-8e3be9aecc75	0	1622	-	18921	1641	98.6%	1620	0	2	21
9237	telomere	10493960-67d2-4a6d-ad23-54fb6bb70537	0	15634	-	15634	15680	99.2%	15588	6	40	86
9241	telomere	3b414f41-a41e-4d93-b071-da5f8bb3a712	12102	12190	+	12190	92	95.7%	88	0	0	4
9245	telomere	897d3dea-7348-460e-9ba0-578ee73471ad	0	1286	-	34636	1291	99.1%	1283	0	3	8
9249	telomere	724cdaa9-c7e8-41cc-8625-1f8591a02a5b	6073	6707	+	6950	677	91.3%	621	10	3	46
9253	telomere	724cdaa9-c7e8-41cc-8625-1f8591a02a5b	6790	6950	+	6950	164	97.0%	159	1	0	4
9257	telomere	8df4cc32-4153-405d-8372-080eb95d945b	6630	6809	+	6809	188	94.1%	177	2	0	9
9261	telomere	96510ebc-c9ae-42dc-8df9-e2325add8a2f	13	1321	-	30352	1319	98.4%	1303	0	5	16
9265	telomere	7aa11305-4081-4b74-9afc-68a2a1dbbcdf	0	822	-	24045	816	97.5%	808	1	13	7
9269	telomere	7bede3c0-5e0c-469b-92d4-e2665442289c	25768	25867	+	25883	101	93.2%	96	1	2	4
9273	telomere	7381fea5-4032-4ac5-a9c0-6b514aef46e3	0	1618	-	8342	1637	98.5%	1615	1	2	21
9277	telomere	e882e735-0d89-4555-8231-c6c64c834ca4	16057	16130	+	16130	73	97.3%	72	0	1	1
9281	telomere	c3a9d471-18e0-47f4-8e2d-411db3a539d9	0	880	-	28418	875	98.6%	871	1	8	3
9285	telomere	88da8e4e-b35a-4f3a-940c-f0353e198b50	0	9622	-	13228	9853	96.0%	9524	31	67	298
9289	telomere	e86e0735-7d98-472b-8fe9-ec784dd00ad7	0	17040	-	22257	17421	95.1%	16748	107	185	566
9293	telomere	ab7f23d5-4fec-442d-988f-05c5dacc9449	0	783	-	22115	792	97.4%	772	10	1	10
9297	telomere	4eb83e2b-b09f-4103-90aa-b7f45c8b6a2b	17658	17778	+	17784	119	95.8%	115	4	1	0
9301	telomere	d9adab90-ae0f-4b44-9d2f-3fba8fd5f294	13	80	-	20804	70	92.9%	65	2	0	3
9305	telomere	d9adab90-ae0f-4b44-9d2f-3fba8fd5f294	96	154	-	20804	58	91.7%	55	1	2	2
9309	telomere	d9adab90-ae0f-4b44-9d2f-3fba8fd5f294	278	322	-	20804	48	91.7%	44	0	0	4
9313	telomere	d9adab90-ae0f-4b44-9d2f-3fba8fd5f294	353	397	-	20804	48	91.7%	44	0	0	4
9317	telomere	d9adab90-ae0f-4b44-9d2f-3fba8fd5f294	418	20804	-	20804	20704	97.2%	20220	75	91	409
9321	telomere	f518c0cb-5e60-46b0-b9fb-e8935705ef41	3	751	-	16332	741	95.9%	727	4	17	10
9325	telomere	791bc76e-eb15-4a8c-9be2-e69c62bfab96	10581	11813	+	11814	1331	90.1%	1200	31	1	100
9329	telomere	833b9872-9222-4098-87c4-d6e0a59844e2	0	767	-	24920	822	87.7%	733	20	14	69
9333	telomere	833b9872-9222-4098-87c4-d6e0a59844e2	892	11174	-	24920	10539	96.2%	10191	39	52	309
9337	telomere	833b9872-9222-4098-87c4-d6e0a59844e2	11516	11575	-	24920	60	98.3%	59	0	0	1
9341	telomere	2f60756b-0657-4e01-9c4d-7bed3367e706	6	962	-	20472	974	95.7%	942	4	10	28
9345	telomere	f4a958b8-a744-41f1-97fe-3e24ba32b575	0	1201	-	25122	1215	97.8%	1194	1	6	20
9349	telomere	268c5070-edce-47bf-b602-5671864c9c78	19520	19618	+	19618	98	100.0%	98	0	0	0
9353	telomere	db9c98b5-874d-4f43-a0fb-02a8b8f67590	0	515	-	19948	513	98.8%	511	0	4	2
9357	telomere	68a5261e-0a3e-49d5-bab2-e968334c7432	18479	18531	+	18531	54	94.4%	51	1	0	2
9361	telomere	f8287b0a-510c-43b1-ab34-5bd9c3d62022	32661	32707	+	32711	46	100.0%	46	0	0	0
9365	telomere	d19650f7-a497-441b-998c-bb40654c4d7a	0	705	-	23212	708	98.2%	699	2	4	7
9369	telomere	5fa4dd83-8c62-4a2c-8553-450337982ebb	0	858	-	29862	860	98.2%	850	2	6	8
9373	telomere	6911d187-097c-4473-a822-f07176eef929	32996	33078	+	33078	82	98.8%	81	1	0	0
9377	telomere	65bd9121-3029-4ae1-99dc-ec80e1149387	0	359	-	34633	363	94.3%	349	3	7	11
9381	telomere	fc6beb62-606c-4c5d-ace2-eac9c752e68c	21584	21625	+	21661	41	100.0%	41	0	0	0
9385	telomere	edae310b-b1e0-4ea2-b600-71e2b600fcce	3	11405	-	21533	11542	97.6%	11323	14	65	205
9389	telomere	b6ff16b4-c304-41b7-8d2e-7f3b7a50288f	7089	7793	+	8845	735	92.7%	686	13	5	36
9393	telomere	b6ff16b4-c304-41b7-8d2e-7f3b7a50288f	7883	8841	+	8845	1018	90.3%	926	24	8	68
9397	telomere	1f43efdb-88f8-485f-9bb6-7c5a83e0d1bd	0	838	-	23881	828	98.5%	826	1	11	1
