assembly	chr	start	end	aa_len	transcript_id	interpro_ids	interpro_info	celeg_symbol	celeg_id	celeg_Description	celeg_aa_len	qcovs	pident	evalue	bitscore	celeg_chr
nxOscTipu1.1	III	9602652	9605271	269	g12556.t1	IPR039361, IPR013763, IPR036915, IPR004367, IPR006671, NA	Cyclin, Cyclin-like, Cyclin-like superfamily, Cyclin C-terminal domain, Cyclin N-terminal, NA	cya-1	ZK507.6	cya-1 encodes an A-type cyclin; loss of cya-1 via RNAi results in sterility but no defects in embryonic cell divisions, or embryonic lethality, is observed; CYA-1 is predicted to be a substrate of germ-line MPK-1/ERK activity that functions to regulate oocyte organization and differentiation.	485	70	25.098	5.22e-19	86.3	III
nxOscTipu1.1	III	9607641	9609232	301	g12557.t1	NA	NA	abt-5	Y53C10A.9	abt-5 encodes a predicted ATP-binding cassette (ABC) transporter that is a member of the ABCA subfamily of transport proteins; ABT-5 is predicted to function as a transmembrane protein that couples energy to transport of various molecules across membranes, but as loss of abt-5 activity via RNAi results in no obvious defects, the precise role of abt-5 in C. elegans development and/or behavior is not yet known; abt-5 promoter-gfp fusion proteins are expressed in larvae and adults in the intestine and in unidentified cells in the head.	1582	11	54.545	2.44e-5	45.8	I
nxOscTipu1.1	III	9610580	9617242	1366	g12558.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	III	9617516	9620528	796	g12559.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	III	9620635	9621517	244	g12560.t1	IPR013087	Zinc finger C2H2-type	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	IV	10638	14342	927	g12561.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	IV	14957	20185	1310	g12562.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	IV	20627	24199	1064	g12563.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	IV	27340	28918	258	g12564.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	IV	29983	32279	683	g12565.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	IV	32324	33008	187	g12566.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	IV	33956	35675	179	g12567.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	IV	11183426	11184576	310	g15548.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	V	19152	20925	539	g7324.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	V	22526	24123	273	g7325.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	V	24485	24928	126	g7326.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	V	27436	29021	267	g7327.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	V	29383	31105	183	g7328.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	V	10779087	10789710	1523	g9793.t1	NA	NA	suco-1	R12E2.2	Predicted to be located in cytoplasm and membrane. Expressed widely. Is an ortholog of human SUCO (SUN domain containing ossification factor).	802	34	33.816	6.689999999999999e-66	240	I
nxOscTipu1.1	V	10789984	10807432	4083	g9794.t1	NA	NA	pif-1	Y18H1A.6c	pif-1 encodes a DNA-dependent ATPase and 5'-3' DNA helicase orthologous to Saccharomyces Pif1p and vertebrate PIF1; by homology, PIF-1 is predicted to function in maintenance of both mitochondrial and nuclear genome integrity; PIF-1 is also predicted to function as a negative regulator of telomerase activity that acts by displacing telomerase from the ends of DNA; loss of pif-1 activity via RNAi results in induction of the mitochondrial unfolded protein response.	571	5	25	9.57e-10	64.7	I
nxOscTipu1.1	V	10810316	10810955	99	g9795.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	10759	14207	448	g4918.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	14466	16011	373	g4919.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	16097	16835	205	g4920.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	17355	19374	370	g4921.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	19580	20753	296	g4922.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	21043	22121	294	g4923.t1	IPR013087	Zinc finger C2H2-type	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	22228	25562	887	g4924.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	25836	29233	572	g4925.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	34077	35782	454	g4926.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	36041	37586	373	g4927.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	37672	38410	205	g4928.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	38931	40951	370	g4929.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	41157	42330	296	g4930.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	42619	43695	294	g4931.t1	IPR013087	Zinc finger C2H2-type	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	43802	47137	888	g4932.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	47411	51631	586	g4933.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11176889	11177257	122	g7285.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11177516	11178046	176	g7286.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11178579	11179595	338	g7287.t2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11179620	11179898	92	g7288.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11179998	11180453	151	g7289.t2	NA	NA	Y20F4.8	Y20F4.8	Enriched in AVK based on RNA-seq studies. Is affected by several genes including daf-12; hsf-1; and clk-1 based on RNA-seq and microarray studies. Is affected by Sirolimus based on microarray studies. Is predicted to encode a protein with the following domains: Family of unknown function (DUF5641) and Domain of unknown function DUF5641.	345	45	30.882	1.21e-4	40.8	I
nxOscTipu1.1	X	11184684	11185703	339	g7290.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11185890	11187188	289	g7291.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11187923	11192409	301	g7292.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11193938	11195884	127	g7293.t2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11196479	11198713	132	g7294.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11200376	11201212	229	g7295.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11211351	11212053	202	g7296.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11213784	11215219	396	g7297.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11215702	11216135	119	g7298.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11217986	11219599	231	g7299.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11232164	11232850	148	g7300.t1	IPR023214, IPR023299	HAD superfamily, P-type ATPase cytoplasmic domain N	eat-6	B0365.3	eat-6 encodes an ortholog of the alpha subunit of a sodium/potassium ATPase, which in turn affects Na+,K(+)-ATPase activity of membranes by affecting the level of the phosphorylated intermediate of the Na+,K(+)-ATPase; EAT-6 affects relaxation of the pharyngeal muscles, fertility (and thus affects feeding); EAT-6 also affects body length, life span, and ASE, ASI and ASJ axonal outgrowth.	996	97	43.443	9.26e-20	84.7	V
nxOscTipu1.1	X	11233079	11233452	94	g7301.t1	IPR002123, NA	Phospholipid/glycerol acyltransferase, NA	acl-1	F59F4.4	acl-1 encodes a glycerol-3-phosphate acyltransferase; ACL-1 is predicted to be a membrane protein that plays a role in phospholipid biosynthesis; acl-1 expression decreases gradually throughout aging.	262	93	66.667	8.06e-39	129	X
nxOscTipu1.1	X	11235764	11239628	502	g7302.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11240577	11241081	154	g7303.t1	NA	NA	pif-1	Y18H1A.6b	pif-1 encodes a DNA-dependent ATPase and 5'-3' DNA helicase orthologous to Saccharomyces Pif1p and vertebrate PIF1; by homology, PIF-1 is predicted to function in maintenance of both mitochondrial and nuclear genome integrity; PIF-1 is also predicted to function as a negative regulator of telomerase activity that acts by displacing telomerase from the ends of DNA; loss of pif-1 activity via RNAi results in induction of the mitochondrial unfolded protein response.	394	58	36.667	4.84e-12	62.4	I
nxOscTipu1.1	X	11241966	11245703	514	g7304.t1	IPR003616, IPR001214, NA	Post-SET domain, SET domain, NA	set-2	C26E6.9b	set-2 encodes a histone H3K4 methyltransferase closely related to the yeast Set1 and mammalian SET1/MLL proteins; SET-2 displays H3K4 methyltransferase activity in vitro and in C. elegans, regulates levels of H3K4; SET-2 plays a role in germline development, postembryonic development, negative regulation of lifespan in adult animals, and RNA interference; SET-2 localizes to nuclei.	739	44	40.833	9.059999999999999e-43	162	III
nxOscTipu1.1	X	11252314	11253559	221	g7305.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11254542	11254766	74	g7306.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11256073	11256803	123	g7307.t1	NA	NA	ced-7	C48B4.4c	ced-7 encodes an ATP binding cassette (ABC) transporter that is a member of the ABCA subfamily of transporter proteins; CED-7 activity is required in both apoptotic and phagocytic cells for engulfment of apoptotic cell corpses; in regulating apoptotic cell clearance, CED-7 functions upstream of CED-10/Rac, and together with CED-1 and CED-6, to mediate actin reorganization around the apoptotic cell corpse in the phagocytic cell; in regulating engulfment with CED-1 and CED-6, CED-7 acts in a pathway parallel to that of CED-2, CED-5, and CED-12; CED-7 localizes to the plasma membrane of many embryonic cells, but in larvae and adults is found in the amphid and phasmid sheath cells and the pharyngeal-intestinal valve; further, CED-7 is expressed in the Z2 and Z3 germline precursor cells and in the germline, except for sperm.	1704	20	52	5.32e-4	38.5	III
nxOscTipu1.1	X	11257768	11258197	105	g7308.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11258389	11259919	256	g7309.t1	NA	NA	atl-1	T06E4.3a	The atl-1 gene encodes a large, 2514-residue protein of the ATM family, homologous to human AT (OMIM:208900, mutated in ataxia telangiectasia); the C-terminal sequence of ATL-1 contains a PI-3 kinase-like domain; ATL-1 is required for survival through early embryogenesis and normal chromosomal segregation; atl-1 is expressed in both the mitotic and meiotic cells of adult gonads.	2531	59	28.571	1.14e-7	52.8	V
nxOscTipu1.1	X	11260492	11261001	169	g7310.t1	NA	NA	mccc-2	F02A9.10	Predicted to enable ATP binding activity and ligase activity. Predicted to contribute to methylcrotonoyl-CoA carboxylase activity. Predicted to be involved in leucine catabolic process. Located in cytoplasm. Human ortholog(s) of this gene implicated in 3-Methylcrotonyl-CoA carboxylase 2 deficiency and mitochondrial metabolism disease. Is an ortholog of human MCCC2 (methylcrotonyl-CoA carboxylase subunit 2).	608	50	53.571	1.6400000000000002e-21	90.5	III
nxOscTipu1.1	X	11261639	11262216	132	g7311.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11262407	11263098	202	g7312.t1	NA	NA	cya-1	ZK507.6	cya-1 encodes an A-type cyclin; loss of cya-1 via RNAi results in sterility but no defects in embryonic cell divisions, or embryonic lethality, is observed; CYA-1 is predicted to be a substrate of germ-line MPK-1/ERK activity that functions to regulate oocyte organization and differentiation.	485	93	31.188	1.0800000000000001e-27	108	III
nxOscTipu1.1	X	11263783	11265803	159	g7313.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11268260	11268600	98	g7314.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11272035	11273348	360	g7315.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11277306	11277806	117	g7316.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11279580	11281635	560	g7317.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11281906	11285225	893	g7318.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11285332	11286410	294	g7319.t1	IPR013087	Zinc finger C2H2-type	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11286697	11287870	296	g7320.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11290545	11293951	930	g7321.t1	IPR025476, NA	Helitron helicase-like domain, NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11294391	11294666	91	g7322.t1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nxOscTipu1.1	X	11294772	11303828	2530	g7323.t1	NA	NA	pif-1	Y18H1A.6b	pif-1 encodes a DNA-dependent ATPase and 5'-3' DNA helicase orthologous to Saccharomyces Pif1p and vertebrate PIF1; by homology, PIF-1 is predicted to function in maintenance of both mitochondrial and nuclear genome integrity; PIF-1 is also predicted to function as a negative regulator of telomerase activity that acts by displacing telomerase from the ends of DNA; loss of pif-1 activity via RNAi results in induction of the mitochondrial unfolded protein response.	394	12	30.657	9.65e-12	69.7	I
