Orthogroup	caenorhabditis_elegans.PRJNA13758	nxOscDolc1.1	nxOscOnir1.2	nxOscSper1.1	nxOscSpeu1.1	nxOscTipu1.1
OG0020309				g2881.t1		
OG0020310				g2900.t1		
OG0020311				g3000.t1		
OG0020312				g3003.t1		
OG0020313				g3051.t1		
OG0020314				g3076.t1		
OG0020315				g3201.t1		
OG0020316				g3347.t1		
OG0020317				g3368.t1		
OG0020318				g3373.t1		
OG0020319				g3389.t1		
OG0020320				g3436.t1		
OG0020321				g3450.t1		
OG0020322				g3457.t1		
OG0020323				g3466.t1		
OG0020324				g3477.t1		
OG0020325				g3515.t1		
OG0020326				g3518.t1		
OG0020327				g3534.t1		
OG0020328				g3550.t1		
OG0020329				g3556.t1		
OG0020330				g3631.t1		
OG0020331				g3764.t1		
OG0020332				g3773.t1		
OG0020333				g3861.t1		
OG0020334				g3882.t1		
OG0020335				g3899.t1		
OG0020336				g3906.t1		
OG0020337				g3915.t1		
OG0020338				g3991.t1		
OG0020339				g3992.t1		
OG0020340				g4024.t1		
OG0020341				g4036.t1		
OG0020342				g4044.t1		
OG0020343				g4068.t1		
OG0020344				g4083.t1		
OG0020345				g4106.t1		
OG0020346				g4107.t1		
OG0020347				g4122.t1		
OG0020348				g4162.t1		
OG0020349				g4191.t1		
OG0020350				g4235.t1		
OG0020351				g4276.t1		
OG0020352				g4357.t1		
OG0020353				g4358.t1		
OG0020354				g4374.t1		
OG0020355				g4381.t1		
OG0020356				g4429.t1		
OG0020357				g4452.t1		
OG0020358				g4474.t1		
OG0020359				g4481.t1		
OG0020360				g4484.t1		
OG0020361				g4516.t1		
OG0020362				g4532.t1		
OG0020363					18_t	
OG0020364					35_t	
OG0020365					66_t	
OG0020366					91_t	
OG0020367					92_t	
OG0020368					93_t	
OG0020369					94_t	
OG0020370					112_t	
OG0020371					121_t	
OG0020372					138_t	
OG0020373					143_t	
OG0020374					154_t	
OG0020375					155_t	
OG0020376					169_t	
OG0020377					220_t	
OG0020378					371_t	
OG0020379					375_t	
OG0020380					390_t	
OG0020381					391_t	
OG0020382					393_t	
OG0020383					395_t	
OG0020384					401_t	
OG0020385					402_t	
OG0020386					410_t	
OG0020387					413_t	
OG0020388					429_t	
OG0020389					434_t	
OG0020390					450_t	
OG0020391					480_t	
OG0020392					498_t	
OG0020393					510_t	
OG0020394					576_t	
OG0020395					592_t	
OG0020396					595_t	
OG0020397					599_t	
OG0020398					600_t	
OG0020399					620_t	
OG0020400					641_t	
OG0020401					653_t	
OG0020402					661_t	
OG0020403					662_t	
OG0020404					695_t	
OG0020405					713_t	
OG0020406					715_t	
OG0020407					718_t	
OG0020408					727_t	
OG0020409					777_t	
OG0020410					782_t	
OG0020411					815_t	
OG0020412					817_t	
OG0020413					820_t	
OG0020414					821_t	
OG0020415					831_t	
OG0020416					832_t	
OG0020417					834_t	
OG0020418					847_t	
OG0020419					853_t	
OG0020420					876_t	
OG0020421					877_t	
OG0020422					891_t	
OG0020423					893_t	
OG0020424					896_t	
OG0020425					899_t	
OG0020426					900_t	
OG0020427					910_t	
OG0020428					932_t	
OG0020429					933_t	
OG0020430					938_t	
OG0020431					963_t	
OG0020432					986_t	
OG0020433					1042_t	
OG0020434					1059_t	
OG0020435					1137_t	
OG0020436					1140_t	
OG0020437					1145_t	
OG0020438					1146_t	
OG0020439					1155_t	
OG0020440					1169_t	
OG0020441					1212_t	
OG0020442					1234_t	
OG0020443					1235_t	
OG0020444					1281_t	
OG0020445					1282_t	
OG0020446					1326_t	
OG0020447					1339_t	
OG0020448					1397_t	
OG0020449					1399_t	
OG0020450					1446_t	
OG0020451					1447_t	
OG0020452					1448_t	
OG0020453					1449_t	
OG0020454					1463_t	
OG0020455					1473_t	
OG0020456					1528_t	
OG0020457					1540_t	
OG0020458					1548_t	
OG0020459					1604_t	
OG0020460					1609_t	
OG0020461					1622_t	
OG0020462					1631_t	
OG0020463					1650_t	
OG0020464					1664_t	
OG0020465					1680_t	
OG0020466					1684_t	
OG0020467					1712_t	
OG0020468					1808_t	
OG0020469					1850_t	
OG0020470					1888_t	
OG0020471					1906_t	
OG0020472					1913_t	
OG0020473					1945_t	
OG0020474					1951_t	
OG0020475					2064_t	
OG0020476					2091_t	
OG0020477					2108_t	
OG0020478					2116_t	
OG0020479					2120_t	
OG0020480					2160_t	
OG0020481					2161_t	
OG0020482					2178_t	
OG0020483					2209_t	
OG0020484					2217_t	
OG0020485					2328_t	
OG0020486					2333_t	
OG0020487					2360_t	
OG0020488					2366_t	
OG0020489					2369_t	
OG0020490					2373_t	
OG0020491					2396_t	
OG0020492					2397_t	
OG0020493					2399_t	
OG0020494					2401_t	
OG0020495					2412_t	
OG0020496					2421_t	
OG0020497					2439_t	
OG0020498					2459_t	
OG0020499					2471_t	
OG0020500					2473_t	
OG0020501					2474_t	
OG0020502					2481_t	
OG0020503					2491_t	
OG0020504					2516_t	
OG0020505					2537_t	
OG0020506					2539_t	
OG0020507					2555_t	
OG0020508					2572_t	
OG0020509					2608_t	
OG0020510					2622_t	
OG0020511					2663_t	
OG0020512					2664_t	
OG0020513					2680_t	
OG0020514					2683_t	
OG0020515					2685_t	
OG0020516					2686_t	
OG0020517					2687_t	
OG0020518					2688_t	
OG0020519					2689_t	
OG0020520					2690_t	
OG0020521					2691_t	
OG0020522					2694_t	
OG0020523					2729_t	
OG0020524					2731_t	
OG0020525					2751_t	
OG0020526					2765_t	
OG0020527					2810_t	
OG0020528					2825_t	
OG0020529					2833_t	
OG0020530					2906_t	
OG0020531					2940_t	
OG0020532					2961_t	
OG0020533					2976_t	
OG0020534					2983_t	
OG0020535					3011_t	
OG0020536					3024_t	
OG0020537					3031_t	
OG0020538					3047_t	
OG0020539					3048_t	
OG0020540					3065_t	
OG0020541					3070_t	
OG0020542					3088_t	
OG0020543					3089_t	
OG0020544					3109_t	
OG0020545					3126_t	
OG0020546					3127_t	
OG0020547					3165_t	
OG0020548					3167_t	
OG0020549					3187_t	
OG0020550					3193_t	
OG0020551					3216_t	
OG0020552					3227_t	
OG0020553					3235_t	
OG0020554					3246_t	
OG0020555					3280_t	
OG0020556					3287_t	
OG0020557					3355_t	
OG0020558					3364_t	
OG0020559					3379_t	
OG0020560					3410_t	
OG0020561					3426_t	
OG0020562					3513_t	
OG0020563					3539_t	
OG0020564					3545_t	
OG0020565					3620_t	
OG0020566					3704_t	
OG0020567					3706_t	
OG0020568					3709_t	
OG0020569					3712_t	
OG0020570					3713_t	
OG0020571					3739_t	
OG0020572					3759_t	
OG0020573					3777_t	
OG0020574					3781_t	
OG0020575					3813_t	
OG0020576					3842_t	
OG0020577					3858_t	
OG0020578					3868_t	
OG0020579					3933_t	
OG0020580					3982_t	
OG0020581					3985_t	
OG0020582					3988_t	
OG0020583					4012_t	
OG0020584					4076_t	
OG0020585					4089_t	
OG0020586					4120_t	
OG0020587					4121_t	
OG0020588					4230_t	
OG0020589					4269_t	
OG0020590					4387_t	
OG0020591					4404_t	
OG0020592					4413_t	
OG0020593					4423_t	
OG0020594					4460_t	
OG0020595					4461_t	
OG0020596					4486_t	
OG0020597					4487_t	
OG0020598					4550_t	
OG0020599					4617_t	
OG0020600					4622_t	
OG0020601					4696_t	
OG0020602					4716_t	
OG0020603					4720_t	
OG0020604					4740_t	
OG0020605					4773_t	
OG0020606					4774_t	
OG0020607					4777_t	
OG0020608					4800_t	
OG0020609					4810_t	
OG0020610					4831_t	
OG0020611					4874_t	
OG0020612					4954_t	
OG0020613					4969_t	
OG0020614					5011_t	
OG0020615					5039_t	
OG0020616					5052_t	
OG0020617					5097_t	
OG0020618					5126_t	
OG0020619					5130_t	
OG0020620					5134_t	
OG0020621					5137_t	
OG0020622					5145_t	
OG0020623					5159_t	
OG0020624					5160_t	
OG0020625					5161_t	
OG0020626					5181_t	
OG0020627					5194_t	
OG0020628					5195_t	
OG0020629					5229_t	
OG0020630					5233_t	
OG0020631					5242_t	
OG0020632					5250_t	
OG0020633					5274_t	
OG0020634					5285_t	
OG0020635					5296_t	
OG0020636					5300_t	
OG0020637					5305_t	
OG0020638					5310_t	
OG0020639					5311_t	
OG0020640					5321_t	
OG0020641					5335_t	
OG0020642					5353_t	
OG0020643					5369_t	
OG0020644					5379_t	
OG0020645					5441_t	
OG0020646					5490_t	
OG0020647					5528_t	
OG0020648					5542_t	
OG0020649					5546_t	
OG0020650					5605_t	
OG0020651					5607_t	
OG0020652					5645_t	
OG0020653					5666_t	
OG0020654					5668_t	
OG0020655					5671_t	
OG0020656					5677_t	
OG0020657					5730_t	
OG0020658					5734_t	
OG0020659					5812_t	
OG0020660					5859_t	
OG0020661					5882_t	
OG0020662					5920_t	
OG0020663					5932_t	
OG0020664					5941_t	
OG0020665					5946_t	
OG0020666					5957_t	
OG0020667					5958_t	
OG0020668					5959_t	
OG0020669					5960_t	
OG0020670					5962_t	
OG0020671					5964_t	
OG0020672					5965_t	
OG0020673					5966_t	
OG0020674					5967_t	
OG0020675					5969_t	
OG0020676					5970_t	
OG0020677					5971_t	
OG0020678					5972_t	
OG0020679					5986_t	
OG0020680					5988_t	
OG0020681					5991_t	
OG0020682					5997_t	
OG0020683					6000_t	
OG0020684					6001_t	
OG0020685					6012_t	
OG0020686					6014_t	
OG0020687					6020_t	
OG0020688					6021_t	
OG0020689					6027_t	
OG0020690					6033_t	
OG0020691					6037_t	
OG0020692					6040_t	
OG0020693					6051_t	
OG0020694					6069_t	
OG0020695					6091_t	
OG0020696					6097_t	
OG0020697					6113_t	
OG0020698					6145_t	
OG0020699					6148_t	
OG0020700					6149_t	
OG0020701					6153_t	
OG0020702					6155_t	
OG0020703					6167_t	
OG0020704					6180_t	
OG0020705					6193_t	
OG0020706					6194_t	
OG0020707					6200_t	
OG0020708					6207_t	
OG0020709					6282_t	
OG0020710					6295_t	
OG0020711					6301_t	
OG0020712					6321_t	
OG0020713					6330_t	
OG0020714					6357_t	
OG0020715					6369_t	
OG0020716					6379_t	
OG0020717					6389_t	
OG0020718					6390_t	
OG0020719					6399_t	
OG0020720					6405_t	
OG0020721					6428_t	
OG0020722					6432_t	
OG0020723					6445_t	
OG0020724					6446_t	
OG0020725					6449_t	
OG0020726					6453_t	
OG0020727					6454_t	
OG0020728					6455_t	
OG0020729					6469_t	
OG0020730					6474_t	
OG0020731					6482_t	
OG0020732					6483_t	
OG0020733					6487_t	
OG0020734					6497_t	
OG0020735					6508_t	
OG0020736					6514_t	
OG0020737					6526_t	
OG0020738					6534_t	
OG0020739					6571_t	
OG0020740					6574_t	
OG0020741					6577_t	
OG0020742					6593_t	
OG0020743					6602_t	
OG0020744					6604_t	
OG0020745					6621_t	
OG0020746					6623_t	
OG0020747					6644_t	
OG0020748					6648_t	
OG0020749					6670_t	
OG0020750					6675_t	
OG0020751					6703_t	
OG0020752					6712_t	
OG0020753					6734_t	
OG0020754					6737_t	
OG0020755					6776_t	
OG0020756					6797_t	
OG0020757					6833_t	
OG0020758					6842_t	
OG0020759					6903_t	
OG0020760					6916_t	
OG0020761					6952_t	
OG0020762					6985_t	
OG0020763					7011_t	
OG0020764					7053_t	
OG0020765					7149_t	
OG0020766					7170_t	
OG0020767					7220_t	
OG0020768					7281_t	
OG0020769					7292_t	
OG0020770					7298_t	
OG0020771					7321_t	
OG0020772					7329_t	
OG0020773					7356_t	
OG0020774					7372_t	
OG0020775					7469_t	
OG0020776					7492_t	
OG0020777					7500_t	
OG0020778					7547_t	
OG0020779					7561_t	
OG0020780					7574_t	
OG0020781					7580_t	
OG0020782					7582_t	
OG0020783					7662_t	
OG0020784					7763_t	
OG0020785					7792_t	
OG0020786					7793_t	
OG0020787					7794_t	
OG0020788					7795_t	
OG0020789					7802_t	
OG0020790					7821_t	
OG0020791					7822_t	
OG0020792					7830_t	
OG0020793					7831_t	
OG0020794					7838_t	
OG0020795					7839_t	
OG0020796					7849_t	
OG0020797					7853_t	
OG0020798					7856_t	
OG0020799					7934_t	
OG0020800					7958_t	
OG0020801					7963_t	
OG0020802					8027_t	
OG0020803					8029_t	
OG0020804					8031_t	
OG0020805					8038_t	
OG0020806					8044_t	
OG0020807					8052_t	
OG0020808					8059_t	
OG0020809					8071_t	
OG0020810					8073_t	
OG0020811					8084_t	
OG0020812					8098_t	
OG0020813					8107_t	
OG0020814					8119_t	
OG0020815					8147_t	
OG0020816					8164_t	
OG0020817					8199_t	
OG0020818					8208_t	
OG0020819					8209_t	
OG0020820					8210_t	
OG0020821					8213_t	
OG0020822					8221_t	
OG0020823					8251_t	
OG0020824					8265_t	
OG0020825					8270_t	
OG0020826					8272_t	
OG0020827					8294_t	
OG0020828					8308_t	
OG0020829					8318_t	
OG0020830					8332_t	
OG0020831					8333_t	
OG0020832					8337_t	
OG0020833					8360_t	
OG0020834					8371_t	
OG0020835					8375_t	
OG0020836					8395_t	
OG0020837					8399_t	
OG0020838					8407_t	
OG0020839					8416_t	
OG0020840					8448_t	
OG0020841					8475_t	
OG0020842					8496_t	
OG0020843					8510_t	
OG0020844					8519_t	
OG0020845					8526_t	
OG0020846					8536_t	
OG0020847					8578_t	
OG0020848					8621_t	
OG0020849					8629_t	
OG0020850					8632_t	
OG0020851					8633_t	
OG0020852					8638_t	
OG0020853					8645_t	
OG0020854					8646_t	
OG0020855					8654_t	
OG0020856					8658_t	
OG0020857					8679_t	
OG0020858					8684_t	
OG0020859					8701_t	
OG0020860					15015_t	
OG0020861					15016_t	
OG0020862					15020_t	
OG0020863					15047_t	
OG0020864					15050_t	
OG0020865					15061_t	
OG0020866					15068_t	
OG0020867					15097_t	
OG0020868					15101_t	
OG0020869					15103_t	
OG0020870					15104_t	
OG0020871					15106_t	
OG0020872					15107_t	
OG0020873					15108_t	
OG0020874					15111_t	
OG0020875					15144_t	
OG0020876					15191_t	
OG0020877					15227_t	
OG0020878					15231_t	
OG0020879					15246_t	
OG0020880					15257_t	
OG0020881					15269_t	
OG0020882					15271_t	
OG0020883					15290_t	
OG0020884					15310_t	
OG0020885					15329_t	
OG0020886					15369_t	
OG0020887					15370_t	
OG0020888					15376_t	
OG0020889					15378_t	
OG0020890					15380_t	
OG0020891					15459_t	
OG0020892					15480_t	
OG0020893					15494_t	
OG0020894					15500_t	
OG0020895					15501_t	
OG0020896					15522_t	
OG0020897					15524_t	
OG0020898					15540_t	
OG0020899					15541_t	
OG0020900					15572_t	
OG0020901					15620_t	
OG0020902					15621_t	
OG0020903					15630_t	
OG0020904					15634_t	
OG0020905					15651_t	
OG0020906					15663_t	
OG0020907					15681_t	
OG0020908					15722_t	
OG0020909					15736_t	
OG0020910					15757_t	
OG0020911					15770_t	
OG0020912					15809_t	
OG0020913					15840_t	
OG0020914					15855_t	
OG0020915					15873_t	
OG0020916					15894_t	
OG0020917					15903_t	
OG0020918					15966_t	
OG0020919					15967_t	
OG0020920					15981_t	
OG0020921					16026_t	
OG0020922					16038_t	
OG0020923					16050_t	
OG0020924					16056_t	
OG0020925					16058_t	
OG0020926					16107_t	
OG0020927					16109_t	
OG0020928					16142_t	
OG0020929					16143_t	
OG0020930					16260_t	
OG0020931					16302_t	
OG0020932					16304_t	
OG0020933					16314_t	
OG0020934					16317_t	
OG0020935					16320_t	
OG0020936					16330_t	
OG0020937					16348_t	
OG0020938					16376_t	
OG0020939					16411_t	
OG0020940					16414_t	
OG0020941					16421_t	
OG0020942					16450_t	
OG0020943					16478_t	
OG0020944					16480_t	
OG0020945					16482_t	
OG0020946					16492_t	
OG0020947					16522_t	
OG0020948					16524_t	
OG0020949					16525_t	
OG0020950					16529_t	
OG0020951					16539_t	
OG0020952					16546_t	
OG0020953					16560_t	
OG0020954					16578_t	
OG0020955					16589_t	
OG0020956					16601_t	
OG0020957					16604_t	
OG0020958					16609_t	
OG0020959					16613_t	
OG0020960					16615_t	
OG0020961					16621_t	
OG0020962					16640_t	
OG0020963					16643_t	
OG0020964					16646_t	
OG0020965					16648_t	
OG0020966					16655_t	
OG0020967					16656_t	
OG0020968					16659_t	
OG0020969					16662_t	
OG0020970					16702_t	
OG0020971					16716_t	
OG0020972					16717_t	
OG0020973					16725_t	
OG0020974					16729_t	
OG0020975					16755_t	
OG0020976					16756_t	
OG0020977					16760_t	
OG0020978					16781_t	
OG0020979					16792_t	
OG0020980					16793_t	
OG0020981					16794_t	
OG0020982					16796_t	
OG0020983					16811_t	
OG0020984					16816_t	
OG0020985					16823_t	
OG0020986					16824_t	
OG0020987					16828_t	
OG0020988					16830_t	
OG0020989					16838_t	
OG0020990					16840_t	
OG0020991					16841_t	
OG0020992					16859_t	
OG0020993					16861_t	
OG0020994					16862_t	
OG0020995					16864_t	
OG0020996					16867_t	
OG0020997					16890_t	
OG0020998					16893_t	
OG0020999					16908_t	
OG0021000					16934_t	
OG0021001					16935_t	
OG0021002					16937_t	
OG0021003					16941_t	
OG0021004					16942_t	
OG0021005					16943_t	
OG0021006					16944_t	
OG0021007					16945_t	
OG0021008					16951_t	
OG0021009					16955_t	
OG0021010					16958_t	
OG0021011					16959_t	
OG0021012					16967_t	
OG0021013					16969_t	
OG0021014					16970_t	
OG0021015					16978_t	
OG0021016					16981_t	
OG0021017					16995_t	
OG0021018					16996_t	
OG0021019					16997_t	
OG0021020					17001_t	
OG0021021					17007_t	
OG0021022					17012_t	
OG0021023					17020_t	
OG0021024					17022_t	
OG0021025					17023_t	
OG0021026					17024_t	
OG0021027					17029_t	
OG0021028					17032_t	
OG0021029					17037_t	
OG0021030					17043_t	
OG0021031					17046_t	
OG0021032					17048_t	
OG0021033					17064_t	
OG0021034					17065_t	
OG0021035					17099_t	
OG0021036					17115_t	
OG0021037					17139_t	
OG0021038					17145_t	
OG0021039					17161_t	
OG0021040					17163_t	
OG0021041					17192_t	
OG0021042					17207_t	
OG0021043					17209_t	
OG0021044					17210_t	
OG0021045					17211_t	
OG0021046					17215_t	
OG0021047					17217_t	
OG0021048					17226_t	
OG0021049					17228_t	
OG0021050					17229_t	
OG0021051					17231_t	
OG0021052					17237_t	
OG0021053					17242_t	
OG0021054					17246_t	
OG0021055					17251_t	
OG0021056					17252_t	
OG0021057					17253_t	
OG0021058					17260_t	
OG0021059					17265_t	
OG0021060					17270_t	
OG0021061					17272_t	
OG0021062					17273_t	
OG0021063					17274_t	
OG0021064					17275_t	
OG0021065					17276_t	
OG0021066					17278_t	
OG0021067					17283_t	
OG0021068					17285_t	
OG0021069					17289_t	
OG0021070					17292_t	
OG0021071					17294_t	
OG0021072					17299_t	
OG0021073					17303_t	
OG0021074					17306_t	
OG0021075					17324_t	
OG0021076					17327_t	
OG0021077					17330_t	
OG0021078					17337_t	
OG0021079					17342_t	
OG0021080					17348_t	
OG0021081					17351_t	
OG0021082					17353_t	
OG0021083					17355_t	
OG0021084					17359_t	
OG0021085					17360_t	
OG0021086					17365_t	
OG0021087					17370_t	
OG0021088					17374_t	
OG0021089					17379_t	
OG0021090					17383_t	
OG0021091					17386_t	
OG0021092					17388_t	
OG0021093					17394_t	
OG0021094					17395_t	
OG0021095					17399_t	
OG0021096					17402_t	
OG0021097					17410_t	
OG0021098					17413_t	
OG0021099					17417_t	
OG0021100					17418_t	
OG0021101					17420_t	
OG0021102					17427_t	
OG0021103					17435_t	
OG0021104					17444_t	
OG0021105					17448_t	
OG0021106					17452_t	
OG0021107					17455_t	
OG0021108					17459_t	
OG0021109					17460_t	
OG0021110					17463_t	
OG0021111					17464_t	
OG0021112					17470_t	
OG0021113					17475_t	
OG0021114					17477_t	
OG0021115					17478_t	
OG0021116					17479_t	
OG0021117					17480_t	
OG0021118					17484_t	
OG0021119					17485_t	
OG0021120					17486_t	
OG0021121					17487_t	
OG0021122					17493_t	
OG0021123					17503_t	
OG0021124					17509_t	
OG0021125					17515_t	
OG0021126					17516_t	
OG0021127					17519_t	
OG0021128					17522_t	
OG0021129					17523_t	
OG0021130					17524_t	
OG0021131					17525_t	
OG0021132					17532_t	
OG0021133					17533_t	
OG0021134					17535_t	
OG0021135					17555_t	
OG0021136					17558_t	
OG0021137					17583_t	
OG0021138					17585_t	
OG0021139					17596_t	
OG0021140					17608_t	
OG0021141					17609_t	
OG0021142					17610_t	
OG0021143					17622_t	
OG0021144					17636_t	
OG0021145					17650_t	
OG0021146					17659_t	
OG0021147					17677_t	
OG0021148					17678_t	
OG0021149					17681_t	
OG0021150					17682_t	
OG0021151					17683_t	
OG0021152					17685_t	
OG0021153					17686_t	
OG0021154					17687_t	
OG0021155					17733_t	
OG0021156					17740_t	
OG0021157					17745_t	
OG0021158					17750_t	
OG0021159					17758_t	
OG0021160					17759_t	
OG0021161					17762_t	
OG0021162					17764_t	
OG0021163					17772_t	
OG0021164					17773_t	
OG0021165					17774_t	
OG0021166					17775_t	
OG0021167					17776_t	
OG0021168					17777_t	
OG0021169					17778_t	
OG0021170					17782_t	
OG0021171					17795_t	
OG0021172					17797_t	
OG0021173					17798_t	
OG0021174					17799_t	
OG0021175					17806_t	
OG0021176					17815_t	
OG0021177					17816_t	
OG0021178					17821_t	
OG0021179					17823_t	
OG0021180					17826_t	
OG0021181					17827_t	
OG0021182					17850_t	
OG0021183					17864_t	
OG0021184					17869_t	
OG0021185					17884_t	
OG0021186					17885_t	
OG0021187					17886_t	
OG0021188					17889_t	
OG0021189					17890_t	
OG0021190					17891_t	
OG0021191					17893_t	
OG0021192					17899_t	
OG0021193					17914_t	
OG0021194					17916_t	
OG0021195					17928_t	
OG0021196					17955_t	
OG0021197					17966_t	
OG0021198					17967_t	
OG0021199					17968_t	
OG0021200					17969_t	
OG0021201					17985_t	
OG0021202					17997_t	
OG0021203					17999_t	
OG0021204					18001_t	
OG0021205					18008_t	
OG0021206					18011_t	
OG0021207					18016_t	
OG0021208					18023_t	
OG0021209					18024_t	
OG0021210					18041_t	
OG0021211					18047_t	
OG0021212					18052_t	
OG0021213					18054_t	
OG0021214					18056_t	
OG0021215					18059_t	
OG0021216					18072_t	
OG0021217					18089_t	
OG0021218					18093_t	
OG0021219					18107_t	
OG0021220					18119_t	
OG0021221					18132_t	
OG0021222					18148_t	
OG0021223					18194_t	
OG0021224					18195_t	
OG0021225					18198_t	
OG0021226					18208_t	
OG0021227					18209_t	
OG0021228					18221_t	
OG0021229					18242_t	
OG0021230					8804_t	
OG0021231					8874_t	
OG0021232					8894_t	
OG0021233					8897_t	
OG0021234					8901_t	
OG0021235					8908_t	
OG0021236					8912_t	
OG0021237					8915_t	
OG0021238					8924_t	
OG0021239					8932_t	
OG0021240					8938_t	
OG0021241					8941_t	
OG0021242					9029_t	
OG0021243					9072_t	
OG0021244					9076_t	
OG0021245					9088_t	
OG0021246					9100_t	
OG0021247					9129_t	
OG0021248					9153_t	
OG0021249					9159_t	
OG0021250					9202_t	
OG0021251					9206_t	
OG0021252					9218_t	
OG0021253					9222_t	
OG0021254					9263_t	
OG0021255					9276_t	
OG0021256					9303_t	
OG0021257					9317_t	
OG0021258					9331_t	
OG0021259					9340_t	
OG0021260					9342_t	
OG0021261					9351_t	
OG0021262					9388_t	
OG0021263					9404_t	
OG0021264					9410_t	
OG0021265					9424_t	
OG0021266					9426_t	
OG0021267					9434_t	
OG0021268					9436_t	
OG0021269					9541_t	
OG0021270					9557_t	
OG0021271					9595_t	
OG0021272					9627_t	
OG0021273					9662_t	
OG0021274					9667_t	
OG0021275					9677_t	
OG0021276					9678_t	
OG0021277					9693_t	
OG0021278					9700_t	
OG0021279					9718_t	
OG0021280					9749_t	
OG0021281					9774_t	
OG0021282					9821_t	
OG0021283					9840_t	
OG0021284					9842_t	
OG0021285					9880_t	
OG0021286					9886_t	
OG0021287					9912_t	
OG0021288					9945_t	
OG0021289					9951_t	
OG0021290					9979_t	
OG0021291					9983_t	
OG0021292					9992_t	
OG0021293					9998_t	
OG0021294					10050_t	
OG0021295					10055_t	
OG0021296					10058_t	
OG0021297					10062_t	
OG0021298					10116_t	
OG0021299					10119_t	
OG0021300					10122_t	
OG0021301					10152_t	
OG0021302					10167_t	
OG0021303					10176_t	
OG0021304					10201_t	
OG0021305					10227_t	
OG0021306					10239_t	
OG0021307					10324_t	
OG0021308					10328_t	
OG0021309					10366_t	
OG0021310					10386_t	
OG0021311					10394_t	
OG0021312					10435_t	
OG0021313					10468_t	
OG0021314					10478_t	
OG0021315					10546_t	
OG0021316					10553_t	
OG0021317					10608_t	
OG0021318					10628_t	
OG0021319					10643_t	
OG0021320					10659_t	
OG0021321					10666_t	
OG0021322					10687_t	
OG0021323					10690_t	
OG0021324					10691_t	
OG0021325					10731_t	
OG0021326					10733_t	
OG0021327					10776_t	
OG0021328					10819_t	
OG0021329					10833_t	
OG0021330					10869_t	
OG0021331					10879_t	
OG0021332					10893_t	
OG0021333					10897_t	
OG0021334					10995_t	
OG0021335					11038_t	
OG0021336					11174_t	
OG0021337					11183_t	
OG0021338					11210_t	
OG0021339					11268_t	
OG0021340					11281_t	
OG0021341					11301_t	
OG0021342					11320_t	
OG0021343					11322_t	
OG0021344					11325_t	
OG0021345					11338_t	
OG0021346					11369_t	
OG0021347					11407_t	
OG0021348					11450_t	
OG0021349					11462_t	
OG0021350					11466_t	
OG0021351					11500_t	
OG0021352					11501_t	
OG0021353					11522_t	
OG0021354					11531_t	
OG0021355					11534_t	
OG0021356					11555_t	
OG0021357					11556_t	
OG0021358					11562_t	
OG0021359					11589_t	
OG0021360					11591_t	
OG0021361					11592_t	
OG0021362					11593_t	
OG0021363					11603_t	
OG0021364					11702_t	
OG0021365					11712_t	
OG0021366					11733_t	
OG0021367					11780_t	
OG0021368					11788_t	
OG0021369					11798_t	
OG0021370					11848_t	
OG0021371					11894_t	
OG0021372					11925_t	
OG0021373					11926_t	
OG0021374					11927_t	
OG0021375					11942_t	
OG0021376					11955_t	
OG0021377					11957_t	
OG0021378					11959_t	
OG0021379					11977_t	
OG0021380					12002_t	
OG0021381					12013_t	
OG0021382					12014_t	
OG0021383					12016_t	
OG0021384					12025_t	
OG0021385					12043_t	
OG0021386					12048_t	
OG0021387					12049_t	
OG0021388					12063_t	
OG0021389					12070_t	
OG0021390					12071_t	
OG0021391					12072_t	
OG0021392					12088_t	
OG0021393					12089_t	
OG0021394					12110_t	
OG0021395					12112_t	
OG0021396					12114_t	
OG0021397					12115_t	
OG0021398					12118_t	
OG0021399					12119_t	
OG0021400					12126_t	
OG0021401					12130_t	
OG0021402					12131_t	
OG0021403					12144_t	
OG0021404					12157_t	
OG0021405					12168_t	
OG0021406					12172_t	
OG0021407					12175_t	
OG0021408					12178_t	
OG0021409					12184_t	
OG0021410					12185_t	
OG0021411					12187_t	
OG0021412					12200_t	
OG0021413					12205_t	
OG0021414					12220_t	
OG0021415					12229_t	
OG0021416					12263_t	
OG0021417					12287_t	
OG0021418					12343_t	
OG0021419					12346_t	
OG0021420					12348_t	
OG0021421					12349_t	
OG0021422					12354_t	
OG0021423					12357_t	
OG0021424					12369_t	
OG0021425					12375_t	
OG0021426					12381_t	
OG0021427					12382_t	
OG0021428					12384_t	
OG0021429					12385_t	
OG0021430					12391_t	
OG0021431					12405_t	
OG0021432					12407_t	
OG0021433					12463_t	
OG0021434					12469_t	
OG0021435					12472_t	
OG0021436					12525_t	
OG0021437					12553_t	
OG0021438					12591_t	
OG0021439					12617_t	
OG0021440					12733_t	
OG0021441					12760_t	
OG0021442					12766_t	
OG0021443					12793_t	
OG0021444					12821_t	
OG0021445					12836_t	
OG0021446					12843_t	
OG0021447					12858_t	
OG0021448					12859_t	
OG0021449					12860_t	
OG0021450					12871_t	
OG0021451					12873_t	
OG0021452					12882_t	
OG0021453					12892_t	
OG0021454					12893_t	
OG0021455					12900_t	
OG0021456					12907_t	
OG0021457					12972_t	
OG0021458					12974_t	
OG0021459					12981_t	
OG0021460					13018_t	
OG0021461					13055_t	
OG0021462					13057_t	
OG0021463					13067_t	
OG0021464					13087_t	
